@relation 'AT: original_dataset-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.7p1+0.413p3+0.407p4+0.395p2-0.086stab... numeric
@attribute '0.698stab+0.27 g3+0.265tau2+0.255g2+0.245g1...' numeric
@attribute -0.598g4-0.399g1+0.351tau3+0.326tau2+0.295g2... numeric
@attribute 0.465tau1+0.429g2-0.388g3-0.345tau4-0.319p2... numeric
@attribute 0.476tau4-0.474g3+0.409g1-0.363p4+0.253g2... numeric
@attribute 0.471tau4+0.437p4-0.383tau2-0.343p2-0.313tau1... numeric
@attribute 0.518tau3-0.508p3+0.405p2+0.319g2-0.299tau4... numeric
@attribute '-0.48g1-0.469tau3+0.372tau2+0.37 p2-0.365p3...' numeric
@attribute 0.536tau1-0.403g3-0.391g1+0.364tau3+0.257g4... numeric
@attribute '0.61 tau2-0.466g3+0.431g4-0.393tau1-0.166g2...' numeric
@attribute -0.523g2+0.437p4-0.347g4-0.326p3+0.325tau4... numeric
@attribute stabf {unstable,stable}

@data
2.180833,-0.220899,0.343566,0.204907,0.13456,-1.724008,0.362424,-1.930062,-0.293479,-0.036875,0.76908,unstable
-0.939497,-0.433456,-0.084718,0.049356,0.345583,1.587566,0.209565,-0.89569,-0.237823,-0.714629,-1.162936,unstable
-2.805743,0.127301,-0.167088,-1.457634,1.203236,-0.233151,-0.180142,-0.336745,-0.464392,-0.522527,0.921984,unstable
0.226074,1.034404,2.487724,-0.45798,-0.291626,2.352411,0.684926,0.401301,-0.107102,-0.655522,0.091229,unstable
-1.534231,1.96193,-0.755577,0.252799,-0.664372,-1.331783,2.033212,0.651329,0.173316,-1.109002,-1.032378,unstable
-0.70641,2.342891,0.548446,0.460428,0.548162,-1.314176,0.687215,-0.303591,0.363526,-0.116939,0.761414,unstable
1.156235,0.621029,-1.950224,0.286148,-0.122691,0.697042,-0.638692,0.323625,-0.303668,-1.545489,-0.313966,unstable
-1.638817,0.805208,1.386768,0.847369,-0.372983,-1.26434,0.387423,-1.037506,0.031469,0.075407,-0.35497,unstable
0.723381,-0.589803,-0.341151,0.094111,-0.614634,0.304059,0.721675,1.568799,-0.395905,0.132202,1.330478,unstable
-1.302503,0.863037,-0.211703,0.08906,-1.415054,0.134957,-0.283015,-0.034421,-0.894848,1.593015,0.836799,unstable
1.948526,0.378554,0.612813,0.77599,-0.393884,0.838232,-1.011547,-0.689142,-0.057324,-1.529957,-0.858528,unstable
-1.988948,-0.449798,1.949387,-0.651836,0.209495,1.306895,0.485535,-0.774323,-1.271698,-0.408472,0.383676,unstable
1.123842,-0.333201,-0.30023,-1.311968,1.442314,0.788896,0.4539,0.99225,0.816174,0.62088,0.276163,unstable
-3.096801,0.63137,0.578724,-0.821052,-0.754315,0.715437,0.31666,-1.010466,0.237477,-2.042845,0.827457,unstable
-0.28262,-0.515782,-1.473313,0.037814,0.054796,-0.644764,0.215857,1.990358,0.454741,-0.286336,0.956374,unstable
1.545995,-0.833506,-0.365935,0.115799,-2.28432,-0.125373,1.792769,1.318478,0.649157,1.639755,0.048193,stable
2.095424,-1.529736,-0.667026,0.967897,-0.49514,1.025417,0.1266,0.441199,0.722009,0.323594,0.126107,stable
2.408592,1.494486,1.878188,-1.360509,0.114629,-0.789827,-0.935109,-0.508148,-0.718055,-0.022738,1.603494,unstable
0.118085,-0.922627,1.006028,0.354518,1.329267,0.326888,-0.460572,-0.386849,2.418282,-0.238703,-1.146912,stable
-0.534272,-0.324624,-0.229408,0.366486,0.953279,0.743082,-2.213348,-0.661113,2.24616,-0.748954,-0.616217,unstable
-1.358245,-0.237944,-1.429659,-0.493867,1.855566,-1.345717,0.365909,1.480271,-0.100505,0.882515,0.647873,unstable
0.485324,-1.825251,0.826245,1.13899,-0.002956,0.290443,0.410786,-2.100385,1.345761,-0.472739,1.449468,stable
-1.683748,0.054651,1.281192,-0.154462,0.122522,-0.241801,-1.798412,1.244987,-1.419392,-0.04644,-0.814772,unstable
0.245464,-2.44018,-0.404822,-0.087258,-0.710943,-1.253307,-1.452154,-0.383444,-1.773755,1.225337,0.010105,stable
-1.425356,0.528651,1.638112,0.297453,0.62671,1.413382,0.271321,1.000694,-0.084062,0.316126,0.193944,unstable
0.26099,0.261767,-0.873985,1.598314,1.45256,-0.540651,-0.38409,-0.262902,1.19776,-0.086695,-1.056142,unstable
0.021946,1.875369,-1.489344,0.596438,-1.228731,0.209702,1.314596,0.879001,-0.098605,-1.000249,0.136227,unstable
-0.328824,-0.834112,0.049831,-1.642085,1.30004,-1.242158,1.286666,1.354258,-0.295972,1.090951,1.640811,stable
1.546273,3.139227,1.293316,-0.358783,1.238575,-0.747062,0.002169,-0.856933,-0.689599,-0.011795,0.221728,unstable
1.482515,0.627267,1.362392,-1.002977,-1.259106,-0.7283,-0.643026,-0.766958,-0.244065,0.985701,-0.389947,unstable
-0.622956,3.245868,-1.986991,-0.927241,-0.874268,0.481829,0.219896,-0.321441,-0.006057,-0.603112,1.876331,unstable
0.349284,0.246964,-0.289938,-1.315033,0.885788,0.248324,-1.062523,-0.243758,0.152327,2.749403,0.154841,unstable
-1.365406,-0.477245,1.412735,-1.976154,-0.130865,0.154248,-0.569687,0.011146,1.585863,1.396736,0.635038,unstable
-1.244924,-0.133055,-0.22127,0.075172,-0.439153,-1.591957,0.593018,0.555222,-0.85912,-2.329605,-1.60836,unstable
0.494327,0.529641,1.213431,-0.210302,0.732295,-1.017005,-1.677972,1.465124,0.394035,-0.638315,-1.462919,unstable
2.864603,0.859721,-0.124438,0.847984,-0.502888,0.383085,1.207159,-1.437838,1.456424,0.106986,-0.712938,unstable
0.203274,2.055085,0.809727,1.640561,-0.233843,-1.229458,-0.450869,-1.330074,0.490762,0.856529,0.858014,unstable
0.483205,0.866548,-0.523416,-0.078333,-2.311275,-0.304912,2.010262,1.507573,0.253144,0.4137,-0.686275,unstable
0.465061,-0.64303,2.385822,-0.089317,1.44007,0.861768,0.443361,0.475631,1.59433,-0.563048,-0.229672,stable
1.068167,2.871651,0.374948,-0.152801,0.674173,0.320838,1.437238,0.758962,0.885078,-1.144086,0.131994,unstable
0.3687,-0.204261,0.187623,-1.371075,0.41038,0.643926,-0.240149,0.359266,-0.813725,0.055085,-1.29992,unstable
1.154451,1.777249,1.801062,0.001917,0.635302,-1.58737,1.138214,-0.346745,-0.436762,-0.436668,-0.098328,unstable
-0.644299,-1.434354,-0.739846,-0.988693,-0.361982,-1.105288,-1.15852,0.549887,0.558022,-2.280493,-0.095698,stable
-1.031683,2.253859,-0.425522,0.572989,0.140695,0.595367,-0.068776,0.444553,-0.475011,-0.844958,1.905977,unstable
-1.121874,1.927298,-0.7696,1.794657,-2.143854,0.250253,-0.705598,0.400989,-0.447952,0.376738,0.003767,unstable
-2.267951,1.060014,-0.220917,1.28824,1.238001,-1.576424,-0.353053,1.951845,-0.921159,-0.473326,-0.404426,unstable
0.644261,-0.238406,-0.891701,0.252568,0.160773,1.076733,1.527345,-1.40287,-0.200682,-0.440307,-1.068723,stable
1.105297,0.287441,-0.004218,-0.33804,0.003305,0.40315,-2.018081,1.398059,1.04824,-0.835832,-1.99856,unstable
-1.635741,1.756772,0.336294,-0.755359,0.197556,-0.353401,0.614256,0.637667,-0.071317,-0.494447,1.725599,unstable
-1.128762,1.437957,0.997544,1.969708,-2.212233,0.408215,0.69725,0.180253,-0.444446,-0.673002,-0.072003,unstable
-1.4487,0.337271,-0.985079,1.147047,-0.18477,0.580409,0.759065,0.832638,1.918246,-0.486941,-1.28078,unstable
1.571513,0.407745,-1.141798,0.368155,0.514939,1.903563,-0.779443,0.023321,-0.783735,-1.565381,-0.141502,stable
-1.286286,1.412722,-0.773388,-0.911713,-0.639012,-2.386252,0.941839,-0.657526,0.490432,0.130673,-0.309956,unstable
-2.543548,-1.131065,0.972583,0.776574,-1.047462,-1.053706,-0.243266,1.255421,0.268764,1.077453,-1.253411,stable
0.91632,-1.936772,-0.137124,-0.525585,0.905721,-1.33927,2.165177,0.092572,-1.200157,1.404326,1.268122,stable
-3.232559,-0.060076,0.550533,1.007119,-0.361821,-1.461218,0.129022,0.266935,0.025211,-0.385325,0.511694,unstable
-0.086742,1.052891,-0.564232,-0.036338,0.591296,1.291401,-1.638421,0.114158,-1.501753,1.018628,-0.298989,unstable
1.854121,-1.513006,0.942976,1.298186,0.184501,0.404159,1.990856,0.345674,1.764203,-1.587834,0.793269,stable
-1.110026,-2.004966,-0.441628,-1.897687,1.121662,0.68269,0.333969,0.047209,-0.928531,-0.456806,1.625672,stable
-2.020144,1.307074,-0.862088,1.009761,0.479955,1.191208,0.832418,-0.261639,-1.569712,2.025881,-0.077761,unstable
-0.594997,1.725518,0.044241,0.943904,0.197153,1.154076,-0.220704,0.432463,0.906546,-0.810939,0.141285,unstable
0.793258,-2.27518,1.105536,0.359349,-0.292821,1.771241,-1.119433,-0.579968,0.653951,-0.741687,0.698251,stable
-1.641481,-0.356447,0.088712,0.965131,-0.62839,-0.229308,0.725507,-0.945414,-0.439213,-1.241917,0.937519,unstable
-0.556648,-0.351653,0.659863,0.170299,1.730641,-0.196511,-1.608856,1.431078,-0.04199,-3.072221,-0.913125,stable
2.01555,0.770068,-0.501676,0.575078,-1.05704,-0.568821,-1.38351,1.042086,-0.889577,-0.4167,0.365597,unstable
2.014066,0.188962,-0.940479,1.212975,-0.483442,1.002707,-0.344841,-2.12233,-0.372285,0.934446,-0.887687,unstable
1.722977,-0.965085,-1.198521,1.613725,0.297329,0.010258,0.615576,-0.612818,-1.388133,2.198384,-0.71529,stable
-0.810393,0.097315,0.557021,-0.145544,1.221823,-1.46963,1.955998,1.013323,0.305522,0.260358,-0.837434,unstable
2.007033,-1.657677,0.203149,-0.703921,0.31878,2.212994,0.176903,1.050316,-0.279772,-0.729263,-0.016377,stable
2.928492,-0.742489,-1.115017,0.631466,-0.133489,0.762398,-0.062396,0.768761,1.845317,-0.751388,-1.515165,stable
-1.019183,-0.228636,1.830757,-1.830192,-1.98903,1.765677,0.114341,-0.201608,-0.802055,0.615354,1.833882,unstable
-1.366519,0.665167,-0.899428,-0.498876,0.818622,-0.685421,0.041151,2.120898,-1.147868,0.499531,-0.991186,unstable
-1.64117,0.507022,-1.521756,0.049539,-1.286127,0.020572,-1.035924,-1.205613,-1.038651,0.1311,-1.484438,unstable
-0.237965,-2.006619,-0.329627,-1.207125,-0.129032,-0.074129,1.935252,0.199427,-0.005248,-0.624404,0.201486,stable
0.025823,-0.804636,-1.290469,1.511734,0.255882,1.106918,0.319351,1.494931,1.239372,-0.748723,1.156335,stable
-1.743798,-2.46446,0.606836,-0.881769,0.060178,-0.456789,1.724692,-1.775653,-0.033729,-0.077296,0.268609,stable
2.835646,1.410254,0.110393,-0.832275,-0.32397,2.643835,-0.516786,0.244274,-0.142575,-0.646222,-1.4069,unstable
-0.716966,-0.656255,0.738868,0.150969,-0.207949,0.271242,2.705795,0.312563,-0.067194,0.36095,-0.440473,unstable
2.516778,1.720608,0.220391,-0.890079,-1.933932,-0.366458,-0.323092,0.393046,0.487675,0.281061,1.197064,unstable
1.790281,-0.839962,2.534496,-0.826281,0.976138,0.486586,-0.329919,0.787279,-0.327866,1.294053,0.598541,stable
-0.907087,-2.336885,-0.142585,0.204371,-0.07134,1.089296,0.60151,0.038376,0.985119,1.063086,-1.523975,stable
-0.02224,-0.269494,0.44197,0.456253,1.417339,0.761713,0.927139,0.514351,2.18078,-0.368584,-0.653595,stable
0.554196,0.723417,-1.568324,-0.549522,2.287184,-0.157056,-0.643722,-1.410514,1.729635,-0.085443,0.464985,unstable
0.99755,0.356865,-0.433425,1.111331,-1.033901,-1.940227,-1.379445,-0.466311,-0.791706,-0.697228,-0.117526,unstable
2.019075,0.032683,0.135974,2.173223,0.478879,-0.706404,-0.061805,-0.369568,-2.019965,0.467913,0.122019,unstable
-1.260768,0.027234,-1.442963,-0.830892,-2.072186,-0.197759,0.943011,-1.050576,-0.169957,-0.869691,0.792203,unstable
0.594547,-1.384224,-0.639488,0.301011,1.746725,-0.07258,-0.761754,-0.240138,-0.99433,-1.246125,1.102954,stable
1.79483,1.313719,-0.874203,-1.445213,-0.799295,-0.972639,-0.093154,-0.396804,0.662963,-1.346586,0.614292,unstable
-1.436371,0.056767,-0.11932,-0.620606,-0.613608,-1.941852,-2.094711,-1.237883,-0.475516,1.206002,-0.31007,unstable
-3.125579,-1.834629,-0.764874,0.051003,0.722953,2.415937,0.263265,1.100029,1.028956,0.576839,-1.194671,stable
0.024305,1.149151,1.193005,-0.297705,0.603101,0.5297,-0.141497,-0.523268,1.24917,-2.447889,0.741489,unstable
3.674042,-1.264261,-0.618667,0.180532,0.025561,-0.888856,-0.74805,0.440563,0.677991,0.019658,0.991457,stable
0.639013,0.425276,-1.420562,0.188637,-1.323564,-1.826803,0.309234,1.733713,-1.014849,-0.946489,1.286609,unstable
0.66192,0.341183,0.447186,-1.700993,0.425277,-0.688832,1.444217,-0.95906,-1.005925,0.550322,-0.24111,unstable
-0.483035,1.15429,-0.734971,-1.69858,0.231261,1.274438,-1.459753,-1.990441,1.235982,-0.498546,0.032812,unstable
-1.686335,1.113896,0.110665,0.368859,0.598882,1.416204,0.246503,-1.068589,-0.904273,1.437525,-0.079483,unstable
-0.827172,-0.601972,2.833238,0.144171,1.402229,1.34279,-0.227762,-0.708308,0.841214,-0.552443,-0.394016,stable
1.9172,0.04329,-0.991223,0.980343,1.411423,1.31321,0.600495,-0.403252,-1.513523,0.833968,0.27759,unstable
-0.306022,3.433011,-0.443609,0.030351,-0.503948,0.745838,1.075426,0.532419,0.059837,-0.060842,2.063088,unstable
-0.51704,-0.008143,-0.315597,2.29134,0.267262,0.45975,-1.521212,0.311227,0.488945,-0.182511,-0.813807,unstable
-2.064734,0.548024,-0.168652,-0.006117,-1.179671,-1.352543,-0.652185,-1.46479,0.223281,0.228176,-0.377669,unstable
-0.783985,-1.616494,0.913457,0.523835,-0.429197,1.333016,0.155438,0.520763,1.800477,-1.198219,1.406286,stable
-1.627862,0.059063,0.440587,-0.23731,1.017499,0.071938,-1.03911,1.512529,0.009402,1.031287,0.72415,unstable
-1.75673,1.241821,0.835663,-0.324456,-0.670968,-1.192614,-0.171524,0.228562,0.281847,-1.389672,0.235294,unstable
1.574497,0.485335,-0.037533,-0.283926,0.238976,0.259118,-1.17786,2.193057,-0.882303,0.601593,0.186754,unstable
-2.780096,0.2816,0.615247,-0.732643,0.801699,1.628249,-1.297381,0.605216,-0.311877,-0.358786,-1.583222,unstable
2.957621,0.954135,-1.43407,-0.329227,-1.323433,-1.324907,-0.361426,-1.57662,-0.532583,0.825941,0.33462,unstable
2.466023,1.268689,-0.288309,-0.639061,-0.066861,0.627932,0.151868,0.708987,-2.236653,0.319529,-0.876131,unstable
0.7705,-2.282598,-0.615192,0.834927,-0.635213,-0.541137,-0.648737,0.886246,-0.610557,-0.696153,2.137857,stable
-1.687498,0.689423,-1.480918,-0.365317,0.704033,1.087767,-0.776895,0.877365,-1.019676,0.224301,0.633604,unstable
-1.993993,1.627108,0.267761,-0.217622,-0.775232,-0.245973,-0.569168,-1.077201,-1.243542,0.985557,-0.005927,unstable
-0.229698,-0.424989,2.828924,1.877444,-1.050825,0.151063,0.657844,1.035339,-0.932408,0.535476,0.08214,unstable
2.052295,-1.454826,0.201078,1.704705,-0.806713,-1.10797,-1.127443,-0.167951,-0.048984,-1.81026,-1.106752,stable
-1.493127,2.136758,-1.62199,0.456261,1.396727,0.324805,1.665078,-0.479049,0.338038,0.751716,-0.601438,unstable
-2.03187,2.156058,-0.032542,0.411729,0.396285,-1.177508,0.046334,0.406754,-0.853259,0.711042,-0.728322,unstable
-1.568204,-1.672706,0.515351,0.093782,1.937396,0.666127,0.435383,0.847681,0.639155,-1.4006,-0.172159,stable
-0.894118,0.762934,-0.623607,0.927349,1.812423,-0.65854,0.987746,1.952967,-0.588573,0.230326,0.531802,unstable
-2.810629,1.252654,-1.063918,0.523046,0.863622,0.931356,-0.146072,0.814473,-0.117875,0.113812,-0.670607,unstable
-1.845802,-2.138764,0.158323,-0.698867,-1.463488,-0.193525,-2.112217,0.778068,-0.431884,1.014235,-0.473083,stable
-0.803247,0.939049,-1.095733,-1.190827,1.098923,-1.546407,0.872578,0.168176,-0.447026,-1.123982,1.413717,unstable
-1.418896,-0.965897,1.889271,-0.421751,1.993136,1.117164,0.07972,-1.424235,1.298048,-0.850323,-0.133841,stable
0.795574,-1.758973,-0.097788,-0.118013,1.739426,0.385296,-0.63733,0.434673,-0.626172,-0.44506,1.684423,stable
-1.350813,0.828119,0.903002,1.206191,-0.315964,1.73303,0.228314,1.16381,0.737572,0.985181,-0.940121,unstable
2.074937,-0.684907,-0.330267,1.714578,2.000093,1.298207,0.356274,0.905064,0.401771,-1.099728,0.535825,stable
0.894738,0.402835,1.059558,0.556385,0.002614,1.46279,-0.333811,-0.47404,0.664064,-1.013686,1.568761,unstable
-1.136058,-0.713134,-0.172368,1.82385,0.046647,1.19535,0.441984,-0.147145,-1.38629,2.556698,-0.423009,stable
-1.395801,-1.721752,0.742288,0.65992,-0.350601,-1.011072,-0.971022,-0.143849,-0.619481,1.063981,-0.856211,stable
-0.86829,1.323826,1.245621,0.646365,-0.449238,-0.386384,0.271262,-2.012874,-1.188423,1.441075,-0.857272,unstable
-0.807572,-1.26026,-0.642524,1.554772,1.612439,0.061765,-0.481935,-1.238459,0.719984,-0.17271,-0.58167,stable
2.109108,0.581752,-0.95423,0.352569,0.143363,-0.082057,-0.615839,-1.328629,0.026234,-0.726843,-0.417144,unstable
-0.071005,0.61436,-1.104662,2.869751,-1.103569,-0.152569,-0.504794,-0.681072,-0.703836,1.560418,0.112779,unstable
-1.522028,0.505251,1.753663,-2.100683,-0.794822,-0.746793,0.60263,0.382426,-0.62696,-0.543788,0.238216,unstable
-0.298232,-2.122466,1.408046,-1.027566,-1.02781,0.874211,-0.145198,0.36905,-1.226721,0.553326,1.440903,stable
0.436563,-0.228951,1.806272,-0.424162,1.953552,0.065408,0.70507,1.388193,0.455989,0.8253,0.297768,unstable
0.219452,1.367255,-0.217705,1.33253,0.134397,-0.634207,-1.301901,1.165455,-0.459674,0.336301,-0.231818,unstable
1.054743,-0.892088,0.198586,-1.772524,-0.003331,0.104367,0.453595,1.499906,1.197797,-0.711419,1.267383,stable
1.853378,-1.849099,1.3107,-0.213916,-1.575515,-0.141225,-0.212967,-0.870992,-1.401826,0.812595,0.456794,stable
-2.751573,0.743939,-0.586607,-0.911304,-1.881459,-0.135101,0.464719,0.13602,0.181636,0.57583,-0.849723,unstable
-0.578599,1.524086,0.188468,0.825387,0.153284,-0.16232,-0.138293,-1.796214,1.419363,1.993259,-0.686414,unstable
-2.086009,0.498451,-0.5205,-0.653265,1.448358,0.371656,-0.949113,-1.362437,1.244576,2.366675,1.360943,unstable
0.490098,0.782142,-0.905184,2.577468,0.246424,-1.000335,1.106747,1.072994,-0.69714,0.492771,1.744748,unstable
1.239416,0.986077,0.21633,-1.659203,-0.658077,1.317177,-0.53569,0.595778,0.550635,1.743522,0.400792,unstable
0.827171,-1.142482,-0.689774,0.708285,-2.276203,0.981643,-1.493242,-0.435761,0.042358,1.272917,0.133987,stable
0.231636,0.12295,-0.41522,1.299505,-2.550032,0.279356,1.24211,1.303881,0.669244,-0.188222,-0.13167,unstable
-0.240042,1.014121,0.877446,0.432996,0.997015,-1.316102,-0.915116,-0.37366,-0.076819,-2.64255,-0.745964,unstable
0.726327,-0.130472,0.630408,1.281004,0.403927,0.690349,0.207925,-1.971939,-0.224139,-0.449776,1.14689,unstable
1.881889,1.790105,-0.33763,-0.975056,0.203705,0.164623,-0.272611,-0.735281,1.10009,1.488962,1.085503,unstable
2.120592,-0.987144,-0.973802,-2.015217,0.221693,-0.001974,1.304218,-1.860845,-0.242366,-0.527407,1.249577,stable
-0.074289,0.617558,-0.425127,-1.585876,1.350199,-1.318643,0.356263,-0.964785,2.06505,-1.407789,0.550701,unstable
0.228792,-0.281338,0.085192,-0.884191,-1.493172,2.11603,-0.346609,1.035954,-0.774273,0.2148,0.129399,unstable
-2.555161,0.115285,0.758761,-0.075252,0.361287,1.274505,0.952237,0.018038,0.286567,-1.637716,0.187768,unstable
-0.711321,-0.701223,-0.959144,-0.061601,1.465257,-1.12042,0.241858,-0.330942,0.144803,0.319045,-0.580918,unstable
-1.855486,-1.725628,-1.98318,0.599882,-0.325684,-0.628355,-0.054951,1.186559,0.901477,-0.781371,-1.61439,stable
1.039016,-2.092728,0.52529,-0.902622,-0.644777,0.709729,0.872231,-0.670854,-0.215279,-0.822107,0.446831,stable
1.257307,1.529511,0.45279,-1.454545,-2.058205,-0.871202,-0.550789,0.081464,1.867495,0.900889,-0.242865,unstable
-0.244678,0.339427,-0.941481,2.381448,0.189544,1.773901,0.457676,0.33428,-0.031307,0.690618,-0.379375,unstable
1.374608,-1.429099,-0.092326,1.21205,0.200285,0.46177,1.060364,0.032602,-0.047693,-0.177844,0.183052,stable
1.086865,-1.443744,-0.913883,0.045839,-0.309632,-0.545384,0.12619,1.403745,0.695554,-1.926926,0.550497,stable
-2.389487,1.357711,1.999421,1.015347,-0.254104,1.361915,1.060831,0.982672,0.306397,0.487567,1.179088,unstable
0.647738,-1.772055,-0.283242,-1.207584,0.12961,0.075545,-0.410057,1.114576,-1.215942,0.020057,-0.219756,stable
-0.458244,-0.685347,-0.192158,-1.468543,-0.53707,0.373889,0.342734,-0.153753,0.410122,1.658052,-1.142182,unstable
2.656193,-0.298578,-1.591773,1.474122,0.765171,1.135672,-1.101926,-1.475748,-0.958404,0.321314,-0.278352,unstable
-1.074656,-0.319119,0.31955,0.99388,-0.098172,0.447587,1.19345,-1.590191,0.080785,-0.969745,1.409868,unstable
-0.148164,-0.111183,1.8947,1.457945,-0.34956,0.634671,-0.56062,0.073807,-1.633003,-0.249347,-0.793157,unstable
-0.0146,0.909492,-1.456149,0.844866,1.454477,-0.186756,-1.987814,-0.67657,0.534336,1.136481,0.068652,unstable
-0.123317,-0.867751,-0.46416,2.120281,-0.782752,1.069054,0.929104,-1.738038,1.487211,-0.288222,-0.597414,stable
0.458265,-0.350615,0.584054,-0.285745,-0.891551,-0.081716,0.827851,-1.781939,-2.521617,-0.523982,1.449639,unstable
0.304413,0.881806,-0.142539,1.039747,-0.217086,-0.299197,0.586871,0.219712,-0.199529,-0.460882,-1.749038,unstable
1.420974,-0.115666,-0.516696,-0.27069,-1.550323,-1.212668,-0.025563,1.157709,-0.874107,-0.922322,-0.442759,unstable
3.166111,0.449159,0.036669,-0.952702,1.491182,-0.355536,-0.171338,-0.469935,0.33705,-0.214733,1.23715,unstable
-0.191378,0.836092,0.38848,-0.425637,0.694398,1.185917,0.679395,-0.386181,1.947626,-0.221278,-0.537907,unstable
2.084764,-1.745132,0.093707,0.273763,1.264313,1.44832,-0.432255,0.540663,1.367866,-0.267391,-0.870564,stable
-0.577253,-1.500292,1.559276,-1.180056,-0.283136,-0.178478,-0.807261,-1.51162,1.131744,-0.945162,-0.283299,stable
0.707798,1.095119,1.369722,2.302637,0.346942,-1.435139,-0.603096,-0.199107,-0.000028,0.341637,0.02769,unstable
-1.054236,2.169493,2.168203,-0.170123,0.748079,-0.323575,-1.164808,0.180782,1.790666,-0.378978,-0.496553,unstable
1.874658,-0.917411,-0.209105,-0.103617,1.529067,-1.442697,-1.528974,0.439686,-0.285299,-0.731145,-0.124908,stable
-0.197115,-0.205581,-0.473837,-0.62806,1.892784,-1.901139,0.163694,-1.022238,0.06877,-0.75001,0.261668,unstable
1.419599,0.151774,0.42381,-1.495474,-1.207292,-0.170896,0.089636,2.091131,-1.217726,0.591813,-0.767638,unstable
-0.414115,0.739838,0.603031,-1.065918,0.318786,1.325214,-1.440199,1.391222,-0.433884,-0.087536,-1.849358,unstable
0.780567,1.261709,0.898299,1.005235,0.972021,0.857107,-0.57671,-0.727029,-0.541237,-1.659301,0.078493,unstable
0.111681,-1.175151,-0.925375,-1.735169,-2.420747,0.70287,1.353436,-1.06677,0.664363,-0.6968,-0.410601,stable
-1.722586,0.273727,1.087076,1.251632,-0.372077,1.051578,0.660665,-0.482741,-0.084424,-2.012731,1.37393,unstable
-2.778448,1.883929,-1.449584,0.019757,-0.342405,0.383979,-0.621124,-1.100681,1.204255,0.646374,1.289773,unstable
-0.504822,0.327623,-1.502571,0.810096,0.192923,0.287971,-0.76013,-0.487072,0.231642,-0.125044,-0.529591,unstable
1.405309,-0.958199,-1.710249,0.1987,-1.613129,1.184138,-0.129234,0.035906,-0.001369,0.441163,-0.304624,unstable
-1.156113,-1.670697,-0.591214,-0.261695,-0.165466,-1.440969,0.249582,1.643478,0.894263,-0.155479,1.176088,stable
-0.746529,-1.361763,1.346557,0.270707,-1.24621,-0.832211,-1.91949,0.398996,-0.533743,-0.725889,-1.708405,stable
1.644425,-1.953847,0.904454,1.273549,-0.180766,-0.364059,-0.256658,-0.548272,-0.402477,-0.142874,-1.227003,stable
0.651992,-0.45385,-0.789471,-0.46293,-1.174668,-1.447724,0.604424,1.152475,1.055102,0.763164,0.222258,stable
-0.997475,-2.265154,-0.685229,-0.481762,-0.764074,-0.810977,0.791497,-0.678893,1.939266,-0.736764,-0.212415,stable
-2.721116,-1.112723,-1.107922,-1.546069,-0.646274,-0.351687,-0.282164,0.043965,-0.217193,-1.501484,-0.055752,unstable
0.619817,-1.417795,0.826244,0.896694,-0.506438,0.793708,-0.197109,2.068918,0.820872,-1.274484,1.955582,stable
-1.585454,0.673496,-1.32999,1.356381,-0.022821,0.813006,-0.649466,-0.380907,0.027612,-0.691974,0.503715,unstable
0.793759,-1.418497,1.299511,-1.887006,0.852475,-0.839995,-1.756411,1.144784,0.653236,1.536121,0.181145,stable
0.009755,1.397898,1.664844,0.89799,0.242774,0.577401,-1.677608,-0.716751,-1.120379,-0.972413,-0.178502,unstable
-0.732937,-0.514142,-0.495337,0.882124,-1.927433,1.115789,-0.370852,0.616896,-0.018102,-1.860699,0.996175,stable
-0.318331,1.103039,-0.517291,-0.308939,-2.001657,-0.147579,-1.061122,2.506735,0.033032,-0.188497,0.893303,unstable
1.923557,-0.843457,-0.385363,0.850648,-0.973719,0.502402,-0.103386,-0.43025,-0.904202,-1.869551,-1.609241,stable
-1.975678,0.074149,-0.889084,-1.526499,1.118207,0.512412,0.241788,1.070062,0.921179,1.129965,-0.128256,unstable
-2.188642,-3.165617,0.554303,-0.757249,-0.254024,0.748344,-0.862915,0.109835,-1.331658,-1.286303,-0.066536,stable
-1.59588,-1.390254,0.468642,0.107781,0.964128,-0.774395,-0.849314,1.510816,0.407116,-1.174887,0.453393,stable
-0.24771,1.577135,-0.297337,1.282001,0.520716,2.484134,-0.517836,-0.938138,-1.406661,-1.013534,0.594157,unstable
-2.18731,-1.016014,-0.560084,1.348712,1.791862,-0.767114,-0.189041,0.261284,0.426234,-1.716211,-0.09757,stable
-0.417657,-0.385541,-0.170983,0.046968,-1.101919,0.323672,0.545287,0.868868,-0.81875,0.330412,0.410872,unstable
-0.312424,-2.216408,0.136605,0.438944,0.168183,1.010917,0.780094,0.485375,-0.365316,-0.561657,-1.970229,stable
0.670264,-0.885142,0.473241,0.776763,0.311839,-0.31287,-0.169184,0.709948,-0.083049,1.515865,1.070315,stable
3.03858,-0.001204,0.077304,-0.194391,0.653277,-1.355173,0.13368,-0.991298,1.709242,-1.678495,1.308624,unstable
0.73823,-2.008111,-0.55397,-0.353739,-0.349533,-1.121461,0.036587,2.213003,1.429293,0.195204,0.738647,stable
